,alias,country_blacklist,country_whitelist,parents,title
1424,torshi,,['TR'],['food'],Torshi
1425,tortillas,,['MX'],['food'],Tortillas
1426,tours,,,['hotelstravel'],Tours
1427,towing,,,['auto'],Towing
1428,towncarservice,,"['PH', 'IE', 'MY', 'GB', 'HK', 'CA', 'SG', 'BE', 'TW', 'US', 'NL', 'NZ', 'AU']",['transport'],Town Car Service
1429,townhall,"['PH', 'IE', 'MY', 'GB', 'HK', 'CA', 'SG', 'JP', 'TW', 'PL', 'NZ', 'FI', 'AU']",,['publicservicesgovt'],Town Hall
1430,toxicologists,,,['physicians'],Toxicologists
1431,toys,,,['shopping'],Toy Stores
1432,tradamerican,,,['restaurants'],American (Traditional)
1433,tradclothing,,,['fashion'],Traditional Clothing
1434,tradefairs,,"['NO', 'DE', 'DK', 'IT', 'CH', 'CZ', 'JP', 'BE', 'MX', 'NL', 'AT', 'NZ', 'PT', 'FI', 'TR']",['festivals'],Trade Fairs
1435,traditional_swedish,,"['FI', 'SE']",['restaurants'],Traditional Swedish
1436,trafficschools,,['US'],['specialtyschools'],Traffic Schools
1437,trafficticketinglaw,,['US'],['lawyers'],Traffic Ticketing Law
1438,trailerdealers,,"['NO', 'DE', 'IE', 'DK', 'GB', 'CA', 'SG', 'US', 'NZ', 'AU']",['auto'],Trailer Dealers
1439,trailerrental,,,['auto'],Trailer Rental
1440,trailerrepair,,"['PH', 'NO', 'GB', 'CA', 'BR', 'SG', 'BE', 'SE', 'US', 'PL', 'AT', 'PT', 'AU', 'IE', 'DE', 'DK', 'MY', 'CH', 'NL', 'NZ']",['auto'],Trailer Repair
1441,trains,"['PH', 'MY', 'IT', 'HK', 'SG', 'JP', 'MX', 'TW', 'NZ', 'CL', 'FI', 'TR', 'ES', 'AR']",,['transport'],Trains
1442,trainstations,,,['hotelstravel'],Train Stations
1443,trampoline,"['PH', 'MY', 'HK', 'BR', 'SG', 'JP', 'MX', 'TW', 'NZ', 'CL', 'ES', 'AR']",,['active'],Trampoline Parks
1444,translationservices,['SE'],,['professional'],Translation Services
1445,transmissionrepair,"['PH', 'DE', 'MY', 'IT', 'AT', 'CH']",,['auto'],Transmission Repair
1446,transport,,,['hotelstravel'],Transportation
1447,tras_os_montes,,['PT'],['portuguese'],Tras-os-Montes
1448,trattorie,,"['FR', 'IT', 'PL', 'CL', 'CH', 'AR']",['restaurants'],Trattorie
1449,travelagents,['IT'],,['travelservices'],Travel Agents
1450,travelservices,,,['hotelstravel'],Travel Services
1451,treeservices,,,['homeservices'],Tree Services
1452,trinidadian,,['US'],['caribbean'],Trinidadian
1453,triviahosts,,['US'],['eventservices'],Trivia Hosts
1454,trophyshops,"['SE', 'NZ', 'FI', 'BR', 'SG', 'TR']",,['shopping'],Trophy Shops
1455,tropicalmedicine,,"['DE', 'NL', 'IT', 'AT', 'BR', 'CH', 'BE']",['physicians'],Tropical Medicine
1456,truck_rental,"['SE', 'NL', 'FI', 'CZ', 'TR', 'JP']",,['auto'],Truck Rental
1457,truckdealers,"['SE', 'TW', 'HK', 'FI', 'CZ', 'TR', 'JP']",,['auto'],Commercial Truck Dealers
1458,truckrepair,,"['PH', 'NO', 'GB', 'CA', 'BR', 'SG', 'BE', 'US', 'PL', 'AT', 'CL', 'AU', 'IE', 'DE', 'FR', 'DK', 'MY', 'IT', 'CH', 'MX', 'NL', 'NZ', 'ES', 'AR']",['auto'],Commercial Truck Repair
1459,tubing,,['US'],['active'],Tubing
1460,tuina,,,['tcm'],Tui Na
1461,turkish,,,['restaurants'],Turkish
1462,turkishravioli,,['TR'],['turkish'],Turkish Ravioli
1463,tuscan,,"['IT', 'FR', 'US']",['italian'],Tuscan
1464,tutoring,,,['education'],Tutoring Centers
1465,tvmounting,"['FR', 'NL', 'IT', 'JP', 'BE']",,['localservices'],TV Mounting
1466,udon,,"['NO', 'SE', 'DK', 'TW', 'HK', 'FI', 'JP']",['japanese'],Udon
1467,ukrainian,"['ES', 'TR', 'DK']",,['restaurants'],Ukrainian
1468,ultrasoundimagingcenters,,,['health'],Ultrasound Imaging Centers
1469,unagi,,"['JP', 'TW']",['japanese'],Unagi
1470,underseamedicine,,,['physicians'],Undersea/Hyperbaric Medicine
1471,uniforms,"['IE', 'CH', 'CZ', 'JP', 'SE', 'NL', 'AT', 'TR']",,['shopping'],Uniforms
1472,university_housing,,,['realestate'],University Housing
1473,unofficialyelpevents,,,['localflavor'],Unofficial Yelp Events
1474,urgent_care,,,['health'],Urgent Care
1475,urologists,,,['physicians'],Urologists
1476,usedbooks,"['CL', 'AU', 'TR', 'AR']",,['shopping'],Used Bookstore
1477,usedcardealers,,,['auto'],Used Car Dealers
1478,utilities,,"['IT', 'GB', 'CZ', 'SG', 'BE', 'US', 'NL', 'PL', 'PT', 'AU']",['homeservices'],Utilities
1479,uzbek,,"['CZ', 'US']",['restaurants'],Uzbek
1480,vacation_rentals,['SG'],,['hotelstravel'],Vacation Rentals
1481,vacationrentalagents,"['SG', 'ES']",,['hotelstravel'],Vacation Rental Agents
1482,valetservices,,"['TR', 'BR', 'US']",['eventservices'],Valet Services
1483,vapeshops,"['SG', 'BR']",,['shopping'],Vape Shops
1484,vascularmedicine,,,['physicians'],Vascular Medicine
1485,vegan,,,['restaurants'],Vegan
1486,vegetarian,,,['restaurants'],Vegetarian
1487,vehicleshipping,,,['auto'],Vehicle Shipping
1488,vehiclewraps,"['TR', 'FR', 'BE']",,['auto'],Vehicle Wraps
1489,venetian,,"['IT', 'FR']",['italian'],Venetian
1490,venezuelan,,"['FR', 'US', 'PT', 'CL', 'CA', 'ES', 'AR']",['latin'],Venezuelan
1491,venison,,"['NO', 'IE', 'DK', 'IT', 'GB', 'CA', 'CZ', 'SG', 'PL', 'NZ', 'AU']",['restaurants'],Venison
1492,venues,,,['eventservices'],Venues & Event Spaces
1493,vermouthbars,"['NO', 'FR', 'DK', 'IT', 'BR', 'JP', 'PL', 'TR']",,['bars'],Vermouth Bars
1494,vet,,,['pets'],Veterinarians
1495,veteransorganizations,,['US'],['social_clubs'],Veterans Organizations
1496,videoandgames,,,['media'],Videos & Video Game Rental
1497,videofilmproductions,,,['professional'],Video/Film Production
1498,videogamestores,,,['media'],Video Game Stores
1499,videographers,,,['eventservices'],Videographers
1500,vietnamese,,,['restaurants'],Vietnamese
1501,vintage,,,['fashion'],"Used, Vintage & Consignment"
1502,vinyl_records,,,['media'],Vinyl Records
1503,vinylsiding,,"['NO', 'IE', 'DK', 'GB', 'CA', 'SG', 'BE', 'SE', 'US', 'NL', 'NZ', 'AU']",['homeservices'],Siding
1504,virtualrealitycenters,,,['arts'],Virtual Reality Centers
1505,visitorcenters,,,['travelservices'],Visitor Centers
1506,vitaminssupplements,"['PH', 'MY']",,['shopping'],Vitamins & Supplements
1507,vocalcoach,,,['musicinstrumentservices'],Vocal Coach
1508,vocation,,,['specialtyschools'],Vocational & Technical School
1509,volleyball,,"['NO', 'DE', 'FR', 'DK', 'BR', 'CZ', 'SG', 'JP', 'SE', 'AT', 'NZ', 'FI', 'AU']",['active'],Volleyball
1510,waffles,,,['restaurants'],Waffles
1511,waldorfschools,['FI'],,['education'],Waldorf Schools
1512,walkinclinics,"['CH', 'IT', 'DE', 'AT']",,['medcenters'],Walk-in Clinics
1513,walkingtours,,,['tours'],Walking Tours
1514,wallpapering,,,['homeservices'],Wallpapering
1515,watch_repair,,,['localservices'],Watch Repair
1516,watches,,,['shopping'],Watches
1517,waterdelivery,,"['PH', 'US', 'MY', 'HK', 'CA', 'BR']",['localservices'],Water Delivery
1518,waterheaterinstallrepair,,,['homeservices'],Water Heater Installation/Repair
1519,waterparks,"['DE', 'IE', 'MY', 'GB', 'HK', 'CH', 'AT', 'NZ', 'CL', 'FI', 'AU', 'AR']",,['active'],Water Parks
1520,waterproofing,,,['homeservices'],Waterproofing
1521,waterpurification,,,['homeservices'],Water Purification Services
1522,waterstores,,"['CA', 'MX', 'BR', 'US']",['food'],Water Stores
1523,watersuppliers,,,['utilities'],Water Suppliers
1524,watertaxis,,"['IE', 'MX', 'IT', 'GB', 'NZ', 'AU']",['transport'],Water Taxis
1525,waxing,,,['hairremoval'],Waxing
1526,web_design,,,['professional'],Web Design
1527,wedding_planning,,,['eventservices'],Wedding Planning
1528,weddingchappels,,"['AU', 'JP', 'US']",['eventservices'],Wedding Chapels
1529,weightlosscenters,,,['health'],Weight Loss Centers
1530,welldrilling,,"['PH', 'NO', 'BR', 'CZ', 'US', 'PL', 'AT', 'CL', 'DE', 'DK', 'MY', 'IT', 'CH', 'MX', 'ES', 'AR']",['localservices'],Well Drilling
1531,westernjapanese,,"['SG', 'JP', 'TW']",['japanese'],Western Style Japanese Food
1532,whalewatchingtours,"['CH', 'DE', 'AT']",,['tours'],Whale Watching Tours
1533,wheelrimrepair,,"['IT', 'US', 'PT']",['auto'],Wheel & Rim Repair
1534,whiskeybars,['IT'],,['bars'],Whiskey Bars
1535,wholesale_stores,"['CH', 'DE', 'AT']",,['shopping'],Wholesale Stores
1536,wholesalers,"['PH', 'FR', 'MY', 'HK', 'BR', 'CZ', 'SE', 'TW', 'PT', 'FI', 'TR']",,['professional'],Wholesalers
1537,wigs,"['PH', 'IE', 'MY', 'GB', 'HK', 'BR', 'CH', 'SG', 'JP', 'SE', 'TW', 'AT', 'NZ', 'TR']",,['shopping'],Wigs
1538,wildlifecontrol,['JP'],,['localservices'],Wildlife Control
1539,wildlifehunting,,['US'],['active'],Wildlife Hunting Ranges
1540,willstrustsprobates,,"['IE', 'IT', 'GB', 'CA', 'SG', 'BE', 'US', 'NL', 'NZ', 'AU']",['estateplanning'],"Wills, Trusts, & Probates"
1541,windowsinstallation,,,['homeservices'],Windows Installation
1542,windowwashing,,,['homeservices'],Window Washing
1543,windshieldinstallrepair,"['CH', 'CZ', 'DE', 'AT']",,['auto'],Windshield Installation & Repair
1544,wine_bars,,,['bars'],Wine Bars
1545,wineries,['FI'],,"['arts', 'food']",Wineries
1546,winetasteclasses,,,['tastingclasses'],Wine Tasting Classes
1547,winetastingroom,,,['wineries'],Wine Tasting Room
1548,winetours,,,['tours'],Wine Tours
1549,wok,"['IE', 'IT', 'GB', 'HK', 'CA', 'BR', 'SG', 'JP', 'TW', 'US', 'PL', 'NZ', 'AU', 'TR', 'AR']",,['restaurants'],Wok
1550,womenscloth,,,['fashion'],Women's Clothing
1551,workerscomplaw,"['CH', 'DE', 'FR', 'AT']",,['lawyers'],Workers Compensation Law
1552,wraps,,"['NO', 'SE', 'DK', 'US', 'PT', 'CZ', 'TR']",['restaurants'],Wraps
1553,xmasmarkets,"['IE', 'US', 'NZ', 'CA', 'BR', 'SG', 'TR']",,['festivals'],Christmas Markets
1554,yakiniku,,"['SG', 'JP', 'TW']",['japanese'],Yakiniku
1555,yakitori,,"['SG', 'JP', 'TW']",['japanese'],Yakitori
1556,yelpevents,,,['localflavor'],Yelp Events
1557,yoga,,,['fitness'],Yoga
1558,youth_club,,"['NO', 'GB', 'CA', 'CZ', 'SG', 'BE', 'SE', 'PT', 'FI', 'AU', 'IE', 'DE', 'FR', 'DK', 'IT', 'CH', 'NL', 'NZ']",['localservices'],Youth Club
1559,yucatan,,['MX'],['mexican'],Yucatan
1560,yugoslav,,"['FR', 'SE', 'IT', 'PT', 'AU', 'BE']",['restaurants'],Yugoslav
1561,zapiekanka,,['PL'],['food'],Zapiekanka
1562,zipline,,,['active'],Ziplining
1563,zoos,,,['active'],Zoos
1564,zorbing,,"['MX', 'US', 'PT', 'NZ', 'CZ', 'ES']",['active'],Zorbing
